Marca,Modelo,Version,Precio Lista,Bono Marca,Bono Financiamiento,Precio Financiamiento,Tipo,Categoria,Incluye IVA,Motor CC,Combustible,Transmision,Airbags,Traccion,Rendimiento Mixto,Autonomia KM,Potencia Hp,Torque Nm
BMW Motorrad,R 12 G/S,R 12 G/S,"$21,890,000","$1,000,000",$0,"$20,890,000",moto,Heritage,SÍ,1.170 cc,Gasolina,Mecánica,-,2x2,"5,1 l/100km",300 km,109 HP,115 Nm
BMW Motorrad,R 12 nineT,R 12 nineT,"$21,790,000","$1,000,000",$0,"$20,790,000",moto,Heritage,SÍ,1.170 cc,Gasolina,Mecánica,-,2x2,"5,1 l/100km",310 km,109 HP,115 Nm
BMW Motorrad,R 1300 GS,R 1300 GS,"$28,990,000","$1,000,000",$0,"$27,990,000",moto,Adventure,SÍ,1.300 cc,Gasolina,Mecánica,-,2x2,"4,8 l/100km",395 km,145 HP,149 Nm
BMW Motorrad,R 1300 GS Adventure,R 1300 GS Adventure,"$31,990,000",$0,$0,"$31,990,000",moto,Adventure,SÍ,1.300 cc,Gasolina,Mecánica,-,2x2,"4,9 l/100km",610 km,145 HP,149 Nm
BMW Motorrad,R 1300 RT,R 1300 RT,"$33,990,000","$1,000,000",$0,"$32,990,000",moto,Tour,SÍ,1.300 cc,Gasolina,Automática,-,2x2,"4,9 l/100km",490 km,145 HP,149 Nm
BMW Motorrad,S 1000 R,S 1000 R,"$23,990,000","$1,000,000",$0,"$22,990,000",moto,Roadster,SÍ,999 cc,Gasolina,Mecánica,-,2x2,"6,2 l/100km",265 km,170 HP,114 Nm
BMW Motorrad,S 1000 RR,S 1000 RR,"$29,690,000",$0,$0,"$29,690,000",moto,Sport,SÍ,999 cc,Gasolina,Mecánica,-,2x2,"6,4 l/100km",255 km,210 HP,113 Nm
BMW Motorrad,S 1000 XR,S 1000 XR,"$27,390,000","$1,100,000",$0,"$26,290,000",moto,Sport,SÍ,999 cc,Gasolina,Mecánica,-,2x2,"6,2 l/100km",322 km,170 HP,114 Nm
Cupra,Formentor,2.0 TSI 204hp 4Drive,"$36,990,000","$1,300,000","$2,200,000","$33,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,"10,4 km/l",-,204 HP,320 Nm
Cupra,Formentor,VZ 2.0 TSI AT 4Drive,"$44,990,000","$800,000","$1,700,000","$42,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,"9,5 km/l",-,333 HP,420 Nm
Cupra,Formentor,VZ 2.0 TSI AT 4Drive | Pintura Mate + Llantas Cobre,"$47,990,000","$800,000","$1,700,000","$45,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,"9,5 km/l",-,333 HP,420 Nm
Cupra,Formentor,VZ Black Rebel 2.0 TSI AT 4Drive,"$47,990,000","$800,000","$1,700,000","$45,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,"9,5 km/l",-,333 HP,420 Nm
Cupra,Formentor e-Hybrid,1.5 TSI e-Hybrid,"$40,990,000","$1,500,000","$4,000,000","$35,490,000",liviano,"SUV, Plug-in Hybrid",SÍ,1.5L PHEV,Híbrido,Automática,,4x2,-,860 km,204 HP,350 Nm
Cupra,León,1.5 TSI mHEV AT | Colores Cat A,"$31,490,000","$1,000,000","$2,500,000","$27,990,000",liviano,"Hatchback, Híbrido",SÍ,1.5L MHEV,Híbrido,Automática,,4x2,"14,5 km/l",-,150 HP,250 Nm
Cupra,León,1.5 TSI mHEV AT | Colores Cat B,"$31,490,000","$300,000","$2,500,000","$28,690,000",liviano,"Hatchback, Híbrido",SÍ,1.5L MHEV,Híbrido,Automática,,4x2,"14,5 km/l",-,150 HP,250 Nm
Cupra,León,VZ 2.0 TSI AT,"$40,490,000","$700,000","$1,900,000","$37,890,000",liviano,Hatchback,SÍ,2.0L,Gasolina,Automática,,4x2,"12,5 km/l",-,300 HP,400 Nm
Cupra,León,VZ 2.0 TSI AT | Pintura Mate + Llantas Cobre,"$43,490,000","$700,000","$1,900,000","$40,890,000",liviano,Hatchback,SÍ,2.0L,Gasolina,Automática,,4x2,"12,5 km/l",-,300 HP,400 Nm
Cupra,Tavascan,Adrenaline 82 kWh,"$50,990,000","$1,000,000","$2,000,000","$47,990,000",liviano,"SUV, Eléctrico",SÍ,Eléctrico,Eléctrico,Automática,,4x2,"16,8 kWh/100km",569 km,286 HP,545 Nm
Cupra,Tavascan,Extreme 82 kWh,"$53,990,000","$1,000,000","$2,000,000","$50,990,000",liviano,"SUV, Eléctrico",SÍ,Eléctrico,Eléctrico,Automática,,4x2,"17,2 kWh/100km",569 km,286 HP,545 Nm
Cupra,Tavascan,Extreme 82 kWh | Pintura Mate,"$55,490,000","$1,000,000","$2,000,000","$52,490,000",liviano,"SUV, Eléctrico",SÍ,Eléctrico,Eléctrico,Automática,,4x2,"17,2 kWh/100km",569 km,286 HP,545 Nm
Cupra,Terramar,1.5 TSI mHEV AT,"$39,990,000","$800,000","$1,800,000","$37,390,000",liviano,"SUV, Híbrido",SÍ,1.5L MHEV,Híbrido,Automática,,4x2,"14,2 km/l",1078 km,150 HP,250 Nm
Cupra,Terramar,High 1.5 TSI mHEV AT,"$43,990,000","$800,000","$1,300,000","$41,890,000",liviano,"SUV, Híbrido",SÍ,1.5L MHEV,Híbrido,Automática,,4x2,"14,2 km/l",1078 km,150 HP,250 Nm
Cupra,Terramar,High 1.5 TSI mHEV AT | Pintura Mate,"$45,490,000","$800,000","$1,300,000","$43,390,000",liviano,"SUV, Híbrido",SÍ,1.5L MHEV,Híbrido,Automática,,4x2,"14,2 km/l",1078 km,150 HP,250 Nm
Dongfeng,Aeolus GS Cross,GS,$13.990.000,-,-,$11.490.000,liviano,suv,SI,1.5L,Gasolina,Automática,2,4X2,-,-,123 HP,158 Nm
Dongfeng,Aeolus Y3,MT,$11.490.000,-,-,$9.990.000,liviano,sedán,SI,1.5L,Gasolina,Mecánica,2,4X2,-,-,123 HP,158 Nm
Dongfeng,Aeolus Y3,AT Comfort,$12.590.000,-,-,$11.390.000,liviano,sedán,SI,1.5L,Gasolina,Automática,2,4X2,-,-,123 HP,158 Nm
Dongfeng,Aeolus Y3,AT Luxury,$13.290.000,-,-,$11.890.000,liviano,sedán,SI,1.5L,Gasolina,Automática,2,4X2,-,-,123 HP,158 Nm
Dongfeng,HUGE,Aeolus E1,$18.990.000,-,-,$16.390.000,liviano,suv,SI,1.5L,Gasolina,Automática,-,4X2,-,-,195 HP,305 Nm
Dongfeng,HUGE,Aeolus E2,$19.990.000,-,-,$17.390.000,liviano,suv,SI,1.5L,Gasolina,Automática,-,4X2,-,-,195 HP,305 Nm
Dongfeng,MAGE,E1,$15.590.000,-,-,$13.990.000,liviano,suv,SI,1.5L,Gasolina,Automática,2,4X2,-,-,195 HP,305 Nm
Dongfeng,MAGE,E2,$16.990.000,-,-,$14.490.000,liviano,suv,SI,1.5L,Gasolina,Automática,4,4X2,-,-,195 HP,305 Nm
Dongfeng,MAGE,E2 Bicolor,$17.290.000,-,-,$14.490.000,liviano,suv,SI,1.5L,Gasolina,Automática,4,4X2,-,-,195 HP,305 Nm
Dongfeng,MAGE EV,-,$21.990.000,-,-,$19.990.000,liviano,"suv, eléctrico",SI,Eléctrico,Eléctrico,Automática,2,4X2,-,-,120 HP,280 Nm
Dongfeng,New SX6,1.6,$11.990.000,-,-,$10.890.000,liviano,suv,SI,1.6L,Gasolina,Mecánica,2,4X2,-,-,121 HP,151 Nm
Dongfeng,RICH 6 Euro VI,4x2,$14.290.000 + IVA,-,-,$13.490.000 + IVA,liviano,pick-up,NO,2.3L,Diesel,Mecánica,4,4X2,-,-,161 HP,380 Nm
Dongfeng,RICH 6 Euro VI,MT 4x4,$16.390.000 + IVA,-,-,$15.490.000 + IVA,liviano,pick-up,NO,2.3L,Diesel,Mecánica,4,4X4,-,-,161 HP,380 Nm
Dongfeng,RICH 6 Euro VI,AT 4x4,$17.990.000 + IVA,-,-,$17.490.000 + IVA,liviano,pick-up,NO,2.3L,Diesel,Automática,4,4X4,-,-,161 HP,380 Nm
Dongfeng,S50 EV,eve,$26.990.000,-,-,$15.990.000,liviano,"sedán, eléctrico",SI,Eléctrico,Eléctrico,Automática,2,4X2,-,-,120 HP,280 Nm
Dongfeng,T5,-,$13.290.000,-,-,$10.590.000,liviano,suv,SI,1.6l,Gasolina,Mecánica,2,4X2,-,-,120 HP,151 Nm
Dongfeng,T5 EVO,MT Luxury,$15.990.000,-,-,$13.390.000,liviano,suv,SI,1.5L,Gasolina,Mecánica,2,4X2,-,-,195 HP,275 Nm
Dongfeng,T5 EVO,Luxury,$19.990.000,-,-,$15.990.000,liviano,suv,SI,1.5L,Gasolina,Automática,2,4X2,-,-,195 HP,275 Nm
Dongfeng,T5 EVO,Noble,$21.690.000,-,-,$16.390.000,liviano,suv,SI,1.5L,Gasolina,Automática,6,4X2,-,-,195 HP,275 Nm
Dongfeng,T5 EVO HEV,-,$23.990.000,-,-,$19.390.000,liviano,"suv, híbrido",SI,Híbrido,Híbrido,Automática,-,-,-,-,-,-
Dongfeng,T5L,MT 1.5T,$14.990.000,-,-,$13.390.000,liviano,suv,SI,1.5L Turbo,Gasolina,Mecánica,2,4X2,-,-,190 HP,300 Nm
Dongfeng,T5L,MT 1.8T,$15.690.000,-,-,$13.790.000,liviano,suv,SI,1.8L Turbo,Gasolina,Mecánica,2,4X2,-,-,190 HP,300 Nm
Dongfeng,T5L,AT,$16.990.000,-,-,$15.990.000,liviano,suv,SI,1.5L Turbo,Gasolina,Automática,2,4X2,-,-,190 HP,300 Nm
Foton,FT CREW,Diesel,$26.990.000 + IVA,-,-,$26.490.000 + IVA,-,comercial,NO,2.8L,Diesel,Mecánica,-,4X2,-,-,147 HP,330 Nm
Foton,G7,Lite 4x2,$14.490.000 + IVA,-,-,$12.390.000 + IVA,-,pick-up,NO,2.0L,Diesel,Mecánica,-,4X2,-,-,160 HP,388 Nm
Foton,G7,Lite 4x4,$15.490.000 + IVA,-,-,$13.390.000 + IVA,-,pick-up,NO,2.0L,Diesel,Mecánica,-,4X4,-,-,160 HP,388 Nm
Foton,G7,Ultimate 4x4,$17.490.000 + IVA,-,-,$15.390.000 + IVA,-,pick-up,NO,2.0L,Diesel,Mecánica,-,4X4,-,-,160 HP,388 Nm
Foton,G7,Ultimate 4x4 AT,$19.590.000 + IVA,-,-,$17.890.000 + IVA,-,pick-up,NO,2.0L,Diesel,Automática,-,4X4,-,-,160 HP,388 Nm
Foton,G7 EV,-,$31.900.000 + IVA,-,-,$30.000.000 + IVA,-,"pick-up, eléctrico",NO,Eléctrico,-,Automática,-,-,-,-,-,-
Foton,G9,4x2 MT,$15.990.000 + IVA,-,-,$15.390.000 + IVA,-,pick-up,NO,2.0L,Diesel,Mecánica,-,4X2,-,-,160 HP,390 Nm
Foton,G9,4x4 MT,$17.490.000 + IVA,-,-,$16.390.000 + IVA,-,pick-up,NO,2.0L,Diesel,Mecánica,-,4X4,-,-,160 HP,390 Nm
Foton,G9,4x4 AT,$21.290.000 + IVA,-,-,$19.090.000 + IVA,-,pick-up,NO,2.0L,Diesel,Automática,-,4X4,-,-,160 HP,390 Nm
Foton,MIDI,Cabina Simple / 1.2,$7.990.000 + IVA,-,-,$6.290.000 + IVA,-,comercial,NO,1.2L,Gasolina,Mecánica,-,4X2,-,-,83 HP,113 Nm
Foton,MIDI,Cabina Doble / 1.2,$8.690.000 + IVA,-,-,$6.890.000 + IVA,-,comercial,NO,1.2L,Gasolina,Mecánica,-,4X2,-,-,83 HP,113 Nm
Foton,MIDI,Cargo Box,$9.790.000 + IVA,-,-,$8.690.000 + IVA,-,comercial,NO,1.2L,Gasolina,Mecánica,-,4X2,-,-,83 HP,113 Nm
Foton,MIDI,Refrigerado,$12.890.000 + IVA,-,-,$12.090.000 + IVA,-,comercial,NO,1.2L,Gasolina,Mecánica,-,4X2,-,-,83 HP,113 Nm
Foton,TM3,Cabina Simple 1.6,$9.690.000 + IVA,-,-,$8.390.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM3,Cabina Simple 1.6 / 2 Airbags,$9.990.000 + IVA,-,-,$9.390.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM3,Doble Cabina 1.6,$10.490.000 + IVA,-,-,$8.890.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM3,Doble Cabina 1.6 / 2 Airbags,$10.990.000 + IVA,-,-,$10.390.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM3,Mas Cargo Box,$10.980.000 + IVA,-,-,$10.280.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM3,Refrigerado,$13.990.000 + IVA,-,-,$13.490.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM5,Cabina Simple / 1.6,$10.790.000 + IVA,-,-,$10.490.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM5,Cabina Doble / 1.6,$11.290.000 + IVA,-,-,$10.990.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,TM5,Cargo Box,$12.290.000 + IVA,-,-,$11.690.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,114 HP,152 Nm
Foton,V7,Luxury MT 4x4,$20.990.000 + IVA,-,-,$20.390.000 + IVA,-,"pick-up, híbrido",NO,Híbrido,Híbrido,Mecánica,-,4X4,-,-,160 HP ,415 Nm
Foton,V7,Elite AT 4x4,$22.990.000 + IVA,-,-,$21.390.000 + IVA,-,"pick-up, híbrido",NO,Híbrido,Híbrido,Automática,-,4X4,-,-,160 HP ,415 Nm
Foton,V7,Luxury AT 4x4,$27.990.000 + IVA,-,-,$25.990.000 + IVA,-,"pick-up, híbrido",NO,Híbrido,Híbrido,Automática,-,4X4,-,-,160 HP ,415 Nm
Foton,V9,Elite AT 4x4,$24.990.000 + IVA,-,-,$23.390.000 + IVA,-,"pick-up, híbrido",NO,Híbrido,Híbrido,Automática,-,4X4,-,-,160 HP ,415 Nm
Foton,V9,Ultimate AT 4x4,$29.990.000 + IVA,-,-,$27.490.000 + IVA,-,"pick-up, híbrido",NO,Híbrido,Híbrido,Automática,-,4X4,-,-,160 HP ,415 Nm
Foton,WONDER,Simple Chasis,$9.990.000 + IVA,-,-,$7.490.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,111 HP,152 Nm
Foton,WONDER,Cabina Simple,$10.490.000 + IVA,-,-,$7.490.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,111 HP,152 Nm
Foton,WONDER,Cabina Doble,$11.290.000 + IVA,-,-,$8.990.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,111 HP,152 Nm
Foton,WONDER,Cargo Box,$12.290.000 + IVA,-,-,$10.490.000 + IVA,-,comercial,NO,1.6L,Gasolina,Mecánica,-,4X2,-,-,111 HP,152 Nm
Geely,CityRay,COMFORT,$17.890.000,-,$1.100.000,$16.790.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,-,-,174 HP,290 Nm
Geely,CityRay,EXCLUSIVE,$19.490.000,-,$1.100.000,$18.390.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,-,-,174 HP,290 Nm
Geely,CityRay,SIGNATURE,$20.890.000,-,$1.100.000,$19.790.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,-,-,174 HP,290 Nm
Geely,Coolray,1.5TD AT EXCLUSIVE,$18.490.000,-,$2.500.000,$15.990.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"18,3 km/l",-,174 HP,290 Nm
Geely,Coolray,1.5TD AT SPORT,$19.990.000,-,$3.000.000,$16.990.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"18,3 km/l",-,174 HP,290 Nm
Geely,Coolray Lite,1.5 MT POP,$12.490.000,-,$1.500.000,$10.990.000,liviano,suv,SÍ,1.5L,Gasolina,Mecánica,2,4x2,-,-,121 HP,152 Nm
Geely,Coolray Lite,1.5 CVT PRIME,$13.490.000,-,$1.500.000,$11.990.000,liviano,suv,SÍ,1.5L,Gasolina,Automática,2,4x2,-,-,121 HP,152 Nm
Geely,Coolray Lite,1.5 MT POP +,$13.290.000,-,$1.500.000,$11.790.000,liviano,suv,SÍ,1.5L,Gasolina,Mecánica,6,4x2,-,-,121 HP,152 Nm
Geely,Coolray Lite,1.5 CVT PRIME +,$14.290.000,-,$1.500.000,$12.790.000,liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,-,-,121 HP,152 Nm
Geely,EX2,Pro,-,-,-,$16.990.000,liviano,eléctrico,SÍ,Eléctrico,Eléctrico,Automática,6,4x2,-,395 km,114 HP,150 Nm
Geely,EX5,Pro,$30.990.000,-,$3.000.000,$27.990.000,liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,4x2,-,595 km,214 HP,320 Nm
Geely,EX5,Max,$33.990.000,-,$3.000.000,$30.990.000,liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,6,4x2,-,595 km,214 HP,320 Nm
Geely,GX3 PRO,GC ACTIVE,$11.990.000,-,$1.300.000,$10.690.000,liviano,suv,SÍ,1.5L,Gasolina,Mecánica,-,4X2,16 km/l,-,102HP,140Nm
Geely,GX3 PRO,GF ELITE,$12.990.000,-,$1.300.000,$11.690.000,liviano,suv,SÍ,1.5L,Gasolina,Automática,-,4X2,16 km/l,-,102HP,140Nm
Geely,New Coolray,1.5TD COMFORT,$15.490.000,-,$1.000.000,$14.490.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"18,2 km/l",-,174 HP,290 Nm
Geely,New Coolray,1.5TD SPORT,$17.990.000,-,$1.000.000,$16.990.000,liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,6,4x2,"18,2 km/l",-,174 HP,290 Nm
Geely,Okavango,Exclusive GK 2.0 T 7DCT COLOR NEGRO,$24.690.000,$2.000.000,$2.000.000,$20.690.000,liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"14,9 km/l",-,218 HP,235 Nm
Geely,Okavango,Exclusive GK 2.0 T 7DCT,$24.690.000,$1.000.000,$2.000.000,$21.690.000,liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"14,9 km/l",-,218 HP,235 Nm
Geely,Okavango,Signature GF 2.0 T 7DCT,$26.690.000,$1.000.000,$2.000.000,$23.690.000,liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"14,9 km/l",-,218 HP,235 Nm
Geely,Starray,Exclusive GK 2.0T 7DCT,$23.990.000,$2.000.000,$2.000.000,$19.990.000,liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"15,7 km/l",-,218 HP,325 Nm
Geely,Starray,Signature GF 2.0T 7DCT,$25.690.000,$1.000.000,$2.000.000,$22.690.000,liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"15,7 km/l",-,218 HP,325 Nm
Honda,Civic,TOURING CVT 1.5T,"$31,390,000",$0,"$1,400,000","$29,990,000",liviano,sedán,SÍ,1.5L Turbo,Gasolina,Automática,-,4x2,"15,6 km/l",-,176 HP,
Honda,New WR-V,EX 1.5 Aut.,"$23,990,000","$1,000,000","$1,000,000","$21,990,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,-,-,119 HP,145 Nm
Honda,New WR-V,TOURING 1.5 Aut.,"$24,990,000","$1,000,000","$1,000,000","$22,990,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,-,-,119 HP,145 Nm
Honda,New HR-V,TOURING 1.5 Aut. 4X2,"$26,990,000",$0,"$1,000,000","$25,990,000",liviano,suv,SÍ,1.5L,Gasolina,Automática,6,4x2,-,-,119 HP,145 Nm
Honda,CR-V,Touring 1.5 Turbo Aut. 4X4,"$42,990,000","$1,000,000","$2,000,000","$39,990,000",liviano,suv,SÍ,1.5L Turbo,Gasolina,Automática,10,AWD,"13,0 km/l",-,188 HP,240 Nm
Honda,CR-V Híbrido,ADVANCE HYBRID Aut. 4X4,"$49,990,000","$1,000,000","$2,000,000","$46,990,000",liviano,"suv, híbrido",SÍ,2.0L Híbrido,Híbrido,Automática,10,AWD,,"19,2 km/l",146 HP,183 Nm
Honda,ZR-V,EXL 2.0 Aut. 4X2,"$31,990,000","$1,000,000","$1,500,000","$29,490,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,8,4x2,-,-,155 HP,185 Nm
Honda,ZR-V,TOURING 2.0 Aut. 4X2,"$33,490,000","$1,500,000","$1,500,000","$30,490,000",liviano,suv,SÍ,2.0L,Gasolina,Automática,8,4x2,-,-,155 HP,185 Nm
Honda,Pilot,TOURING 3.5 (10) Aut. 4X4,"$59,990,000","$2,000,000","$1,000,000","$56,990,000",liviano,suv,SÍ,3.5L,Gasolina,Automática,8,AWD,-,-,285 HP,-
Honda,Pilot,ELITE 3.5 (10) Aut. 4X4,"$61,990,000","$2,000,000","$1,000,000","$58,990,000",liviano,suv,SÍ,3.5L,Gasolina,Automática,8,AWD,-,-,285 HP,-
Jetour,Dashing,6MT 1.5L Turbo Special Edition FL,"$16,490,000","$2,000,000","$1,000,000","$13,490,000",liviano,SUV,SÍ,1.5L,Gasolina,Mecánica,,4x2,-,-,145 HP,-
Jetour,Dashing,1.5L 6MT Turbo Lux FL,"$17,490,000","$2,500,000","$1,000,000","$13,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Mecánica,,4x2,-,-,145 HP,-
Jetour,Dashing,6DCT 1.5L Turbo Special Edition FL,"$18,490,000","$3,500,000","$1,000,000","$13,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,145 HP,-
Jetour,Dashing,6DCT 1.5L Turbo Lux,"$19,490,000","$2,500,000","$1,000,000","$15,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,145 HP,-
Jetour,Dashing,7DCT 1.6L Turbo GDI Limited,"$21,990,000","$2,500,000","$1,000,000","$18,490,000",liviano,SUV,SÍ,1.6L,Gasolina,Automática,,4x2,-,-,188 HP,-
Jetour,T1,1.5T 7DCT LUXURY,"$22,990,000","$2,500,000","$1,500,000","$18,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,167 HP,-
Jetour,T1,1.5T 7DCT LUXURY MATE,"$23,490,000","$2,500,000","$1,500,000","$19,490,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,167 HP,-
Jetour,T1,2.0T 8AT XWD LIMITED,"$26,990,000","$1,500,000","$1,500,000","$23,990,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,-,-,241 HP,-
Jetour,T1,2.0T 8AT XWD LIMITED MATE,"$27,490,000","$1,500,000","$1,500,000","$24,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,-,-,241 HP,-
Jetour,T1 PHEV,1.5T PHEV LIMITED,"$29,990,000","$1,000,000","$2,000,000","$26,990,000",liviano,"SUV, Híbrido",SÍ,1.5L PHEV,Híbrido,Automática,,4x2,-,1000 km,341 HP,-
Jetour,T1 PHEV,1.5T PHEV LIMITED MATE,"$30,490,000","$1,000,000","$2,000,000","$27,490,000",liviano,"SUV, Híbrido",SÍ,1.5L PHEV,Híbrido,Automática,,4x2,-,1000 km,341 HP,-
Jetour,T2,2.0T GDI AWD 7DCT LIMITED,"$29,990,000","$1,500,000","$1,500,000","$26,990,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,-,-,241 HP,-
Jetour,T2,2.0T GDI AWD 7DCT LIMITED MATE,"$30,490,000","$1,500,000","$1,500,000","$27,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,AWD,-,-,241 HP,-
Jetour,T2 PHEV,1.5T PHEV LIMITED,"$36,990,000",$0,"$2,000,000","$34,990,000",liviano,"SUV, Híbrido",SÍ,1.5L PHEV,Híbrido,Automática,,4x2,-,1000 km,375 HP,-
Jetour,T2 PHEV,1.5T PHEV LIMITED MATE,"$37,490,000",$0,"$2,000,000","$35,490,000",liviano,"SUV, Híbrido",SÍ,1.5L PHEV,Híbrido,Automática,,4x2,-,1000 km,375 HP,-
Jetour,X50,1.5L MT LUX,"$12,490,000","$1,000,000","$1,500,000","$9,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Mecánica,,4x2,-,-,114 HP,-
Jetour,X50,1.5T 6DCT TURBO LUX,"$15,490,000","$2,000,000","$1,000,000","$12,490,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,145 HP,-
Jetour,X70,1.5T 6MT TURBO FL,"$17,490,000","$4,000,000","$1,000,000","$12,490,000",liviano,SUV,SÍ,1.5L,Gasolina,Mecánica,,4x2,-,-,145 HP,-
Jetour,X70,1.5T 6DCT TURBO FL,"$19,490,000","$4,500,000","$1,000,000","$13,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,145 HP,-
Jetour,X70 PLUS,1.5T 6DCT FL,"$20,990,000","$3,000,000","$1,000,000","$16,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,-,-,145 HP,-
Jetour,X70 PLUS,1.6T GDI 7DCT LUX FL,"$22,490,000","$3,500,000","$1,000,000","$17,990,000",liviano,SUV,SÍ,1.6L,Gasolina,Automática,,4x2,-,-,188 HP,-
Jetour,X90 Plus,2.0T GDI 7DCT,"$27,490,000","$3,000,000","$1,500,000","$22,990,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,,4x2,-,-,241 HP,-
Kaiyi,KYE5,1.5T MT LUX,"$14,990,000","$5,000,000","$1,000,000","$8,990,000",liviano,Sedán,SÍ,1.5L,Gasolina,Mecánica,,4x2,"16,6 km/l",-,145 HP,230 Nm
Kaiyi,KYE5,1.5T CVT LUX,"$15,690,000","$4,700,000","$1,000,000","$9,990,000",liviano,Sedán,SÍ,1.5L,Gasolina,Automática,,4x2,"15,4 km/l",-,145 HP,230 Nm
Kaiyi,KYX3,1.5L MT STD,"$12,990,000","$3,000,000","$1,000,000","$8,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Mecánica,,4x2,"16,7 km/l",-,111 HP,143 Nm
Kaiyi,KYX3,1.5L MT LUX,"$13,990,000","$3,000,000","$1,000,000","$9,990,000",liviano,SUV,SÍ,1.5L,Gasolina,Mecánica,,4x2,"16,7 km/l",-,111 HP,143 Nm
Kaiyi,KYX3,1.5L CVT LUX,"$14,990,000","$3,700,000","$1,000,000","$10,290,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,"16,7 km/l",-,111 HP,143 Nm
Kaiyi,KYX3 Pro,1.5L Turbo CVT,"$15,990,000","$3,500,000","$1,000,000","$11,490,000",liviano,SUV,SÍ,1.5L,Gasolina,Automática,,4x2,"15,2 km/l",-,145 HP,230 Nm
Kaiyi,KYX7,1.6T 7DCT STD,"$19,990,000","$3,500,000","$1,500,000","$14,990,000",liviano,SUV,SÍ,1.6L,Gasolina,Automática,,4x2,"15,7 km/l",-,183 HP,275 Nm
