Marca,Modelo,Version,Precio Lista,Bono Marca,Bono Financiamiento,Precio Financiamiento,Tipo,Categoria,Incluye IVA,Motor CC,Combustible,Transmision,Airbags,Traccion,Rendimiento Mixto,Autonomia KM,Potencia Hp,Torque Nm
Toyota,Hilux,4X4 2.8 AT SRV Euro VI,"$48,590,000",$0,"$800,000","$47,790,000",liviano,Pick-Up,SÍ,2.8L,Diésel,Automática,7,4x4,"12,0 km/l",-,201 HP,500 Nm
Toyota,Hilux GR-S,4x4 2.8 AT,"$53,190,000",$0,"$400,000","$52,790,000",liviano,"Pick-Up, Gazoo Racing",SÍ,2.8L,Diésel,Automática,7,4x4,"12,0 km/l",-,221 HP,550 Nm
Toyota,Hilux GR-S,4x4 2.8 AT,"$52,990,000",$0,"$400,000","$52,590,000",liviano,"Pick-Up, Gazoo Racing",SÍ,2.8L,Diésel,Automática,7,4x4,"12,0 km/l",-,221 HP,550 Nm
Toyota,Land Cruiser Prado,VX-L 2.8,"$74,990,000","$3,000,000","$500,000","$71,490,000",liviano,SUV,SÍ,2.8L,Diésel,Automática,8,4x4,"11,4 km/l",-,201 HP,500 Nm
Toyota,Land Cruiser Prado,WX ADVENTURE 2.8,"$66,990,000","$3,500,000","$500,000","$62,990,000",liviano,SUV,SÍ,2.8L,Diésel,Automática,8,4x4,"11,4 km/l",-,201 HP,500 Nm
Toyota,Raize,i MT,"$13,990,000","$1,400,000","$600,000","$11,990,000",liviano,SUV,SÍ,1.2L,Gasolina,Mecánica,2,4x2,"18,9 km/l",-,87 HP,113 Nm
Toyota,Raize,E MT,"$15,990,000","$600,000","$450,000","$14,940,000",liviano,SUV,SÍ,1.2L,Gasolina,Mecánica,2,4x2,"18,9 km/l",-,87 HP,113 Nm
Toyota,Raize,E CVT,"$16,990,000","$1,200,000","$250,000","$15,540,000",liviano,SUV,SÍ,1.2L,Gasolina,Automática,2,4x2,"17,9 km/l",-,87 HP,113 Nm
Toyota,Raize,G CVT,"$18,490,000","$300,000","$500,000","$17,690,000",liviano,SUV,SÍ,1.2L,Gasolina,Automática,6,4x2,"17,9 km/l",-,87 HP,113 Nm
Toyota,RAV4,LE 2.0 4x2 CVT,"$27,390,000","$900,000",$0,"$26,490,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,7,4x2,"13,7 km/l",-,170 HP,203 Nm
Toyota,RAV4,XLE 2.0 4x2 CVT,"$30,390,000",$0,$0,"$30,390,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,7,4x2,"13,7 km/l",-,170 HP,203 Nm
Toyota,RAV4,LE 2.0 4x2 CVT,"$28,990,000",$0,"$1,000,000","$27,990,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,7,4x2,"14,7 km/l",-,170 HP,203 Nm
Toyota,RAV4,LE 2.0 4x4 CVT,"$29,990,000",$0,"$1,000,000","$28,990,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,7,AWD,"13,8 km/l",-,170 HP,203 Nm
Toyota,RAV4,XLE 2.0 4x2 CVT,"$32,490,000",$0,"$500,000","$31,990,000",liviano,SUV,SÍ,2.0L,Gasolina,Automática,7,4x2,"14,7 km/l",-,170 HP,203 Nm
Toyota,RAV4 Híbrido,XLE HV 2.5 CVT,"$34,690,000","$1,700,000","$250,000","$32,740,000",liviano,"SUV, Híbrido",SÍ,2.5L Híbrido,Híbrido,Automática,7,4x2,"21,0 km/l",-,219 HP,-
Toyota,RAV4 Híbrido,XSE 2.5 4X2 CVT HV,"$40,390,000","$1,500,000",$0,"$38,890,000",liviano,"SUV, Híbrido",SÍ,2.5L Híbrido,Híbrido,Automática,7,4x2,"21,0 km/l",-,219 HP,-
Toyota,RAV4 Híbrido,LTD 2.5 4X4 CVT HV,"$41,890,000","$1,000,000",$0,"$40,890,000",liviano,"SUV, Híbrido",SÍ,2.5L Híbrido,Híbrido,Automática,7,4x4,"21,0 km/l",-,219 HP,-
Toyota,RAV4 Híbrido,LE HEV 2.5 CVT,"$33,490,000",$0,"$1,000,000","$32,490,000",liviano,"SUV, Híbrido",SÍ,2.5L Híbrido,Híbrido,Automática,7,4x2,"18,5 km/l",-,219 HP,-
Toyota,RAV4 Híbrido,XLE HEV 2.5 4X2 CTV,"$36,990,000",$0,$0,"$36,990,000",liviano,"SUV, Híbrido",SÍ,2.5L Híbrido,Híbrido,Automática,7,4x2,"18,5 km/l",-,219 HP,-
Toyota,RAV4 Híbrido,XSE HEV 2.5 4X4 CTV,"$42,990,000",$0,$0,"$42,990,000",liviano,"SUV, Híbrido",SÍ,2.5L Híbrido,Híbrido,Automática,7,4x4,"16,4 km/l",-,219 HP,-
Toyota,Yaris Cross Híbrido,XI 1.5 Híbrido CVT,"$24,590,000","$2,000,000","$800,000","$21,790,000",liviano,"SUV, Híbrido",SÍ,1.5L Híbrido,Híbrido,Automática,6,4x2,"26,3 km/l",-,110 HP,141 Nm
Toyota,Yaris Cross Híbrido,XG 1.5 Híbrido CVT,"$25,490,000",$0,"$600,000","$24,890,000",liviano,"SUV, Híbrido",SÍ,1.5L Híbrido,Híbrido,Automática,6,4x2,"26,3 km/l",-,110 HP,141 Nm
Toyota,Yaris GR,1.6 MT,"$54,990,000",$0,$0,"$54,990,000",liviano,"Hatchback, Gazoo Racing",SÍ,1.6L,Gasolina,Mecánica,8,AWD,"11,7 km/l",-,280 HP,390 Nm
Toyota,Yaris GR,1.6 AT,"$56,990,000",$0,$0,"$56,990,000",liviano,"Hatchback, Gazoo Racing",SÍ,1.6L,Gasolina,Automática,8,AWD,"10,9 km/l",-,280 HP,390 Nm
Toyota,Yaris Sedan,i MT,"$14,990,000","$600,000","$600,000","$13,790,000",liviano,Sedán,SÍ,1.5L,Gasolina,Mecánica,6,4x2,"16,9 km/l",-,105 HP,138 Nm
Toyota,Yaris Sedan,E MT,"$16,490,000","$400,000","$200,000","$15,890,000",liviano,Sedán,SÍ,1.5L,Gasolina,Mecánica,6,4x2,"16,9 km/l",-,105 HP,138 Nm
Toyota,Yaris Sedan,E CVT,"$17,490,000",$0,$0,"$17,490,000",liviano,Sedán,SÍ,1.5L,Gasolina,Automática,6,4x2,"18,5 km/l",-,105 HP,138 Nm
Toyota,Yaris Sedan Híbrido,HEV 1.5 AT G,"$21,990,000",$0,"$600,000","$21,390,000",liviano,"Sedán, Híbrido",SÍ,1.5L Híbrido,Híbrido,Automática,6,4x2,"23,8 km/l",-,101 HP,-
Volkswagen,Amarok,3.0 V6 AT Comfortline,"$44,490,000","$1,000,000","$3,500,000","$39,990,000",liviano,pick-up,NO,3.0L Turbo Diésel,Diésel,Automática,6,AWD,"12,0 km/l",-,258 HP,580 Nm
Volkswagen,Amarok,3.0 V6 AT Highline,"$47,490,000","$1,000,000","$1,500,000","$44,990,000",liviano,pick-up,NO,3.0L Turbo Diésel,Diésel,Automática,6,AWD,"12,0 km/l",-,258 HP,580 Nm
Volkswagen,Amarok,3.0 V6 AT Extreme,"$49,990,000","$1,000,000","$1,500,000","$47,490,000",liviano,pick-up,NO,3.0L Turbo Diésel,Diésel,Automática,6,AWD,"12,0 km/l",-,258 HP,580 Nm
Volkswagen,Atlas,2.0 TSI AT Comfortline 4Motion,"$51,990,000","$1,750,000","$3,250,000","$46,990,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,AWD,"11,9 km/l",-,273 HP,370 Nm
Volkswagen,Atlas,2.0 TSI AT Limited 4Motion,"$55,390,000","$500,000","$1,750,000","$53,140,000",liviano,suv,SÍ,2.0L Turbo,Gasolina,Automática,6,AWD,"11,9 km/l",-,273 HP,370 Nm
Volkswagen,Caravelle,2.0 TDI AT - Pasajeros (7+1),"$35,990,000","$500,000","$1,190,000","$34,300,000",liviano,minibús,NO,2.0L Turbo Diésel,Diésel,Automática,6,4x2,"15,7 km/l",-,150 HP,360 Nm
Volkswagen,ID.4,Pro 82kWh,"$53,950,000","$1,000,000","$1,960,000","$50,990,000",liviano,"suv, eléctrico",SÍ,Eléctrico,Eléctrico,Automática,7,4x2,-,556 km,286 HP,545 Nm
Volkswagen,Jetta,1.4 TSI AT Comfortline Sky (EU6b),"$25,990,000","$1,300,000","$2,050,000","$22,640,000",liviano,sedán,SÍ,1.4L Turbo,Gasolina,Automática,6,4x2,"22,2 km/l",-,150 HP,250 Nm
Volkswagen,Jetta,2.0 TSI AT GLI (EU6b),"$30,990,000","$500,000","$1,500,000","$28,990,000",liviano,sedán,SÍ,2.0L Turbo,Gasolina,Automática,6,4x2,"17,0 km/l",-,230 HP,350 Nm
Volkswagen,Nivus,1.0 TSI MT Comfortline (EU6b),"$18,890,000","$1,900,000","$1,600,000","$15,390,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Mecánica,6,4x2,"19,8 km/l",-,101 HP,170 Nm
Volkswagen,Nivus,1.0 TSI AT Comfortline (EU6b),"$20,390,000","$1,250,000","$1,400,000","$17,740,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"18,7 km/l",-,116 HP,200 Nm
Volkswagen,Nivus,1.0 TSI AT Highline (EU6b),"$21,790,000","$1,200,000","$1,600,000","$18,990,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"18,7 km/l",-,116 HP,200 Nm
Volkswagen,Nivus,1.0 TSI AT Outfit (EU6b),"$22,590,000","$800,000","$1,800,000","$19,990,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"18,7 km/l",-,116 HP,200 Nm
Volkswagen,Nivus,1.0 TSI AT Comfortline,"$20,390,000","$600,000","$1,400,000","$18,390,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,9 km/l",-,116 HP,200 Nm
Volkswagen,Nivus,1.0 TSI AT Highline,"$21,790,000","$600,000","$1,450,000","$19,740,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,9 km/l",-,116 HP,200 Nm
Volkswagen,Nivus,1.0 TSI AT Outfit,"$22,590,000","$250,000","$1,200,000","$21,140,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,9 km/l",-,116 HP,200 Nm
Volkswagen,Nuevo Tera,1.6 MT Trend,"$16,590,000","$500,000","$1,300,000","$14,790,000",liviano,suv,SÍ,1.6L,Gasolina,Mecánica,6,4x2,"17,7 km/l",-,110 HP,155 Nm
Volkswagen,Nuevo Tera,1.6 MT Comfort,"$17,490,000","$500,000","$1,300,000","$15,690,000",liviano,suv,SÍ,1.6L,Gasolina,Mecánica,6,4x2,"17,7 km/l",-,110 HP,155 Nm
Volkswagen,Nuevo Tera,1.0 TSI AT Comfort,"$18,990,000","$500,000","$1,300,000","$17,190,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,0 km/l",-,109 HP,170 Nm
Volkswagen,Nuevo Tera,1.0 TSI AT High,"$20,690,000","$500,000","$1,300,000","$18,890,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,0 km/l",-,109 HP,170 Nm
Volkswagen,Nuevo Tera,1.0 TSI AT Outfit,"$21,090,000","$300,000","$1,400,000","$19,390,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,0 km/l",-,109 HP,170 Nm
Volkswagen,Nuevo Tiguan,1.4 TSI AT Comfortline (EU6b),"$36,490,000","$1,000,000","$1,000,000","$34,490,000",liviano,suv,SÍ,1.4L Turbo,Gasolina,Automática,6,4x2,"16,3 km/l",-,150 HP,250 Nm
Volkswagen,Nuevo Tiguan,1.4 TSI AT R-Line (EU6b),"$39,490,000","$1,000,000","$1,000,000","$37,490,000",liviano,suv,SÍ,1.4L Turbo,Gasolina,Automática,6,4x2,"16,3 km/l",-,150 HP,250 Nm
Volkswagen,Polo,1.6 MT Comfortline,"$16,990,000","$1,300,000","$1,500,000","$14,190,000",liviano,hatchback,SÍ,1.6L,Gasolina,Mecánica,4,4x2,"17,2 km/l",-,110 HP,155 Nm
Volkswagen,Polo,1.0 TSI AT Comfortline,"$17,990,000","$900,000","$1,300,000","$15,790,000",liviano,hatchback,SÍ,1.0L Turbo,Gasolina,Automática,4,4x2,"20,2 km/l",-,101 HP,170 Nm
Volkswagen,Polo,1.0 TSI AT Highline,"$18,990,000","$250,000","$1,300,000","$17,440,000",liviano,hatchback,SÍ,1.0L Turbo,Gasolina,Automática,4,4x2,"20,2 km/l",-,101 HP,170 Nm
Volkswagen,Polo Track,1.6 MT Track,"$14,490,000","$850,000","$1,350,000","$12,290,000",liviano,hatchback,SÍ,1.6L,Gasolina,Mecánica,4,4x2,"17,2 km/l",-,110 HP,155 Nm
Volkswagen,Saveiro,1.6 MT Cabina Simple Lite (EU6b),"$12,640,000","$840,000","$950,000","$10,850,000",liviano,pick-up,NO,1.6L,Gasolina,Mecánica,2,4x2,"14,6 km/l",-,110 HP,155 Nm
Volkswagen,Saveiro,"1.6 MT Cabina Doble - (Radio 9"") (EU6b)","$15,340,000","$840,000","$950,000","$13,550,000",liviano,pick-up,NO,1.6L,Gasolina,Mecánica,2,4x2,"14,6 km/l",-,110 HP,155 Nm
Volkswagen,T-Cross,1.0 TSI AT Comfortline (EU6b),"$21,490,000","$1,800,000","$1,650,000","$18,040,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"18,2 km/l",-,116 HP,200 Nm
Volkswagen,T-Cross,1.0 TSI AT Highline (EU6b),"$22,490,000","$1,250,000","$1,550,000","$19,690,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"18,2 km/l",-,116 HP,200 Nm
Volkswagen,T-Cross,1.0 TSI AT Highline Sport (EU6b),"$23,290,000","$1,550,000","$1,400,000","$20,340,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"18,2 km/l",-,116 HP,200 Nm
Volkswagen,T-Cross,1.0 TSI AT Comfortline,"$21,490,000","$850,000","$1,650,000","$18,990,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,4 km/l",-,116 HP,200 Nm
Volkswagen,T-Cross,1.0 TSI AT Highline,"$22,490,000","$600,000","$1,400,000","$20,490,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,4 km/l",-,116 HP,200 Nm
Volkswagen,T-Cross,1.0 TSI AT Highline Sport S,"$23,990,000","$200,000","$1,100,000","$22,690,000",liviano,suv,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,4 km/l",-,116 HP,200 Nm
Volkswagen,Taos,1.4 TSI AT Comfortline (EU6b),"$25,790,000","$450,000","$1,600,000","$23,740,000",liviano,suv,SÍ,1.4L Turbo,Gasolina,Automática,6,4x2,"17,0 km/l",-,150 HP,250 Nm
Volkswagen,Taos,1.4 TSI AT Highline (EU6b),"$29,190,000","$350,000","$1,400,000","$27,440,000",liviano,suv,SÍ,1.4L Turbo,Gasolina,Automática,6,4x2,"17,0 km/l",-,150 HP,250 Nm
Volkswagen,Transporter,2.0 TDI MT - Carga (puerta simple),"$29,990,000","$1,199,600","$1,490,400","$27,300,000",liviano,furgón,NO,2.0L Turbo Diésel,Diésel,Mecánica,2,4x2,"14,3 km/l",-,150 HP,360 Nm
Volkswagen,Transporter,2.0 TDI MT - Carga (puerta doble),"$30,990,000","$500,000","$1,190,000","$29,300,000",liviano,furgón,NO,2.0L Turbo Diésel,Diésel,Mecánica,2,4x2,"14,3 km/l",-,150 HP,360 Nm
Volkswagen,Virtus,1.0 TSI AT Comfortline Plus,"$19,890,000","$2,650,000",$0,"$17,240,000",liviano,sedán,SÍ,1.0L Turbo,Gasolina,Automática,6,4x2,"19,7 km/l",-,109 HP,170 Nm
